Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39623663,07/02/2018 12:00:00 AM,06/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11375,101-01 67TH DR,67TH DR,,,,,LATLONG,FOREST HILLS,,N/A,Pending,08/01/2018 08:24:53 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 08:27:39 AM,Unspecified QUEENS,,QUEENS,1025143,203507,MOBILE,Unspecified,QUEENS,,,,,,,,40.72516188674863,-73.85246560530268,"(40.72516188674863, -73.85246560530268)"
39623440,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,1-2 Family Dwelling,11434,155-16 115 DRIVE,115 DRIVE,155 STREET,157 STREET,,,ADDRESS,Jamaica,,N/A,Assigned,08/01/2018 12:54:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 01:02:50 PM,12 QUEENS,4121930014,QUEENS,1042574,188754,PHONE,Unspecified,QUEENS,,,,,,,,40.684570737602115,-73.7897057602978,"(40.684570737602115, -73.7897057602978)"
39623102,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11249,117 SOUTH    4 STREET,SOUTH    4 STREET,BERRY STREET,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 05:57:28 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 06:08:33 PM,01 BROOKLYN,3024300029,BROOKLYN,994369,198723,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71211969078851,-73.96349967554994,"(40.71211969078851, -73.96349967554994)"
39623069,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,10303,,,,,LOCKMAN AVENUE,NETHERLAND AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Assigned,08/01/2018 10:34:09 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,01 STATEN ISLAND,,STATEN ISLAND,939317,168451,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.628921659594944,-74.16187621553675,"(40.628921659594944, -74.16187621553675)"
39623060,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Mixed Use Building,11210,1092 EAST   43 STREET,EAST   43 STREET,AVENUE I,AVENUE J,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 08:09:47 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 08:14:16 AM,18 BROOKLYN,3077680072,BROOKLYN,1002373,168273,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62852850507003,-73.93471025806961,"(40.62852850507003, -73.93471025806961)"
39622982,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,11434,175-40 BAISLEY BOULEVARD,BAISLEY BOULEVARD,120 AVENUE,177 STREET,,,ADDRESS,Jamaica,,N/A,Assigned,08/01/2018 06:20:09 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 06:23:12 PM,12 QUEENS,4124700017,QUEENS,1048161,188932,ONLINE,Unspecified,QUEENS,,,,,,,,40.685020727261715,-73.76955955623116,"(40.685020727261715, -73.76955955623116)"
39622561,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Commercial Building,10005,32 OLD SLIP,OLD SLIP,,,,,LATLONG,NEW YORK,,N/A,Assigned,08/01/2018 03:32:50 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:36:01 PM,Unspecified MANHATTAN,,MANHATTAN,982105,195688,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.703794860129626,-74.00773627993928,"(40.703794860129626, -74.00773627993928)"
39622557,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11206,153 LORIMER STREET,LORIMER STREET,HARRISON AVENUE,THROOP AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 05:40:53 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 05:44:14 PM,01 BROOKLYN,3022420053,BROOKLYN,998325,195489,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70323771792208,-73.94923671977838,"(40.70323771792208, -73.94923671977838)"
39622477,07/02/2018 12:00:00 AM,06/08/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11210,1414 BROOKLYN AVENUE,BROOKLYN AVENUE,FOSTER AVENUE,FARRAGUT ROAD,,,ADDRESS,BROOKLYN,,N/A,Pending,08/01/2018 10:47:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,06/08/2018 12:00:00 AM,17 BROOKLYN,3049810050,BROOKLYN,1000222,171861,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63838094134733,-73.94245093507828,"(40.63838094134733, -73.94245093507828)"
39622476,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10306,1852 RICHMOND ROAD,RICHMOND ROAD,JEFFERSON AVENUE,HULL AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,08/01/2018 12:21:07 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:27:34 PM,02 STATEN ISLAND,5035530035,STATEN ISLAND,954909,152643,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58559733155847,-74.10563566315966,"(40.58559733155847, -74.10563566315966)"
39622421,07/02/2018 12:00:00 AM,06/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11429,104-09 225 STREET,225 STREET,104 AVENUE,105 AVENUE,,,ADDRESS,Queens Village,,N/A,Pending,08/01/2018 10:42:28 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 10:50:19 AM,13 QUEENS,4111740055,QUEENS,1059096,198146,PHONE,Unspecified,QUEENS,,,,,,,,40.710225179734074,-73.73002965863212,"(40.710225179734074, -73.73002965863212)"
39622053,07/02/2018 12:00:00 AM,06/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11221,1242 BUSHWICK AVENUE,BUSHWICK AVENUE,HANCOCK STREET,WEIRFIELD STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,08/01/2018 08:45:43 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 08:49:24 AM,04 BROOKLYN,3033940038,BROOKLYN,1007889,189786,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.687563932679566,-73.91476296738664,"(40.687563932679566, -73.91476296738664)"
39621906,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10306,818 NUGENT AVENUE,NUGENT AVENUE,BEDFORD AVENUE,MIDLAND AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,08/01/2018 01:19:43 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 01:30:21 PM,02 STATEN ISLAND,5037980019,STATEN ISLAND,957873,148526,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.57430630128704,-74.09494839124093,"(40.57430630128704, -74.09494839124093)"
39621882,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11218,470 STRATFORD ROAD,STRATFORD ROAD,DORCHESTER ROAD,DITMAS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 02:48:23 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:53:31 PM,14 BROOKLYN,3051740008,BROOKLYN,993298,171298,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63684540594165,-73.96739970371816,"(40.63684540594165, -73.96739970371816)"
39621852,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11417,133-21 83 STREET,83 STREET,133 AVENUE,135 AVENUE,,,ADDRESS,Ozone Park,,N/A,Assigned,08/01/2018 11:46:04 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 11:48:55 AM,10 QUEENS,4113630045,QUEENS,1025004,184644,ONLINE,Unspecified,QUEENS,,,,,,,,40.6733880707986,-73.85308123167145,"(40.6733880707986, -73.85308123167145)"
39621783,07/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Puddle in Ground,Commercial Building,10456,1088 BROOK AVENUE,BROOK AVENUE,BEND,EAST 167 STREET,,,ADDRESS,BRONX,,N/A,Closed,08/01/2018 07:40:30 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/03/2018 12:00:00 AM,03 BRONX,2023920051,BRONX,1008944,241426,ONLINE,Unspecified,BRONX,,,,,,,,40.82929953985468,-73.91076919725046,"(40.82929953985468, -73.91076919725046)"
39621549,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Mixed Use Building,11234,1228 EAST   51 STREET,EAST   51 STREET,AVENUE H,AVENUE I,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 09:25:39 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:28:25 PM,18 BROOKLYN,3077540073,BROOKLYN,1004461,169250,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.631205645265496,-73.92718512728608,"(40.631205645265496, -73.92718512728608)"
39621374,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11220,634 61ST ST,61ST ST,,,,,LATLONG,BROOKLYN,,N/A,Assigned,08/01/2018 07:20:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 07:23:49 PM,Unspecified BROOKLYN,,BROOKLYN,980402,171317,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63690134232523,-74.01386450518054,"(40.63690134232523, -74.01386450518054)"
39621338,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11422,243-26 WELLER AVE,WELLER AVE,,,,,LATLONG,ROSEDALE,,N/A,Assigned,08/01/2018 11:34:49 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,Unspecified QUEENS,,QUEENS,1057060,180222,MOBILE,Unspecified,QUEENS,,,,,,,,40.66104511014241,-73.737567179076,"(40.66104511014241, -73.737567179076)"
39621325,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,11691,321 BEACH 40 STREET,BEACH 40 STREET,,,,,LATLONG,FAR ROCKAWAY,,N/A,Assigned,08/01/2018 01:13:49 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 01:17:30 PM,Unspecified QUEENS,,QUEENS,1047506,156008,MOBILE,Unspecified,QUEENS,,,,,,,,40.59465641335516,-73.77222991834952,"(40.59465641335516, -73.77222991834952)"
39621275,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11210,,,,,,,LATLONG,BROOKLYN,,N/A,Assigned,08/01/2018 10:25:44 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,996069,171173,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63649904358549,-73.957415903164,"(40.63649904358549, -73.957415903164)"
39621274,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11232,484 41ST ST,41ST ST,,,,,LATLONG,BROOKLYN,,N/A,Assigned,08/01/2018 07:26:04 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 07:28:51 PM,Unspecified BROOKLYN,,BROOKLYN,982780,176190,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65027739279254,-74.00529753342691,"(40.65027739279254, -74.00529753342691)"
39621261,07/02/2018 12:00:00 AM,06/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025,318 WEST  106 STREET,WEST  106 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Pending,08/01/2018 04:12:16 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 04:15:40 PM,07 MANHATTAN,1018910065,MANHATTAN,992674,231488,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.802053017955586,-73.96957267003737,"(40.802053017955586, -73.96957267003737)"
39621250,07/02/2018 12:00:00 AM,04/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10028,45 EAST END AVENUE,EAST END AVENUE,EAST 81 STREET,EAST 82 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,08/01/2018 09:38:50 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 09:44:45 AM,08 MANHATTAN,1015890034,MANHATTAN,998946,220519,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77193784683975,-73.94694232580065,"(40.77193784683975, -73.94694232580065)"
39621249,07/02/2018 12:00:00 AM,05/04/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,168 JEFFERSON AVENUE,JEFFERSON AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,08/01/2018 01:18:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 01:24:55 PM,03 BROOKLYN,3018320138,BROOKLYN,997787,188167,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68314136406611,-73.95119179898236,"(40.68314136406611, -73.95119179898236)"
39621248,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11204,1402 WEST    4 STREET,WEST    4 STREET,65 STREET,AVENUE O,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 02:48:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:55:36 PM,11 BROOKLYN,3065800008,BROOKLYN,990235,162189,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61184570872895,-73.97844388785074,"(40.61184570872895, -73.97844388785074)"
39621242,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11216,1349 FULTON STREET,FULTON STREET,VERONA PLACE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 11:50:40 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:15 PM,03 BROOKLYN,3018500047,BROOKLYN,998858,187125,PHONE,Unspecified,BROOKLYN,,,,,,,,40.680279608768515,-73.94733252492564,"(40.680279608768515, -73.94733252492564)"
39621241,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215,442 14 STREET,14 STREET,8 AVENUE,PROSPECT PARK WEST,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 11:19:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,06 BROOKLYN,3011030009,BROOKLYN,989432,180657,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66253693458107,-73.98132186144987,"(40.66253693458107, -73.98132186144987)"
39621239,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11691,13-62 GIPSON STREET,GIPSON STREET,JAYDEE COURT,NAMEOKE AVENUE,,,ADDRESS,Far Rockaway,,N/A,Assigned,08/01/2018 02:21:59 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 02:32:24 PM,14 QUEENS,4156630041,QUEENS,1051408,160808,PHONE,Unspecified,QUEENS,,,,,,,,40.60780268140615,-73.75813207456224,"(40.60780268140615, -73.75813207456224)"
39621236,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11375,7734 AUSTIN STREET,AUSTIN STREET,,,,,LATLONG,FOREST HILLS,,N/A,Assigned,08/01/2018 12:01:16 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:05:28 PM,Unspecified QUEENS,,QUEENS,1030085,199398,MOBILE,Unspecified,QUEENS,,,,,,,,40.71385946443617,-73.83466380235153,"(40.71385946443617, -73.83466380235153)"
39620881,07/02/2018 12:00:00 AM,06/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11207,1282 DECATUR STREET,DECATUR STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,08/01/2018 10:07:11 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 10:13:51 AM,04 BROOKLYN,3034360021,BROOKLYN,1010391,190894,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69059810019759,-73.90573701332337,"(40.69059810019759, -73.90573701332337)"
39620828,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11377,47-50 59 STREET,59 STREET,47 AVENUE,48 AVENUE,,,ADDRESS,Woodside,,N/A,Assigned,08/01/2018 05:59:10 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 06:02:28 PM,02 QUEENS,4023190010,QUEENS,1010177,208718,ONLINE,Unspecified,QUEENS,,,,,,,,40.73952131915325,-73.90644003745442,"(40.73952131915325, -73.90644003745442)"
39620698,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11378,58-97 58 DRIVE,58 DRIVE,DEAD END,59 STREET,,,ADDRESS,Maspeth,,N/A,Assigned,08/01/2018 03:33:25 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 03:37:03 PM,05 QUEENS,,QUEENS,1009633,201501,ONLINE,Unspecified,QUEENS,,,,,,,,40.71971400744645,-73.9084303342376,"(40.71971400744645, -73.9084303342376)"
39620605,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,11213,1339 LINCOLN PLACE,LINCOLN PLACE,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/01/2018 10:21:49 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2018 12:00:00 AM,08 BROOKLYN,3013840052,BROOKLYN,1003045,183315,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66981411972212,-73.93224740472039,"(40.66981411972212, -73.93224740472039)"
39629950,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,10029,183 EAST   98 STREET,EAST   98 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,08/01/2018 11:38:54 AM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/02/2018 12:00:00 AM,11 MANHATTAN,1016260021,MANHATTAN,998418,225885,PHONE,Unspecified,MANHATTAN,,,,,,,,40.786666958517124,-73.94883727388323,"(40.786666958517124, -73.94883727388323)"
39628752,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool - Unmaintained,1-2 Family Dwelling,10461,1434 HOLLYWOOD AVENUE,HOLLYWOOD AVENUE,CODDINGTON AVENUE,BEND,,,ADDRESS,BRONX,,N/A,Open,08/01/2018 10:02:09 AM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/02/2018 12:00:00 AM,10 BRONX,2054030061,BRONX,1032070,246189,PHONE,Unspecified,BRONX,,,,,,,,40.84227763808457,-73.82717050841991,"(40.84227763808457, -73.82717050841991)"
39628679,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Puddle in Ground,Public Garden/Park,11101,,,,,CENTER BOULEVARD,51 AVENUE,INTERSECTION,Long Island City,,N/A,Open,08/01/2018 04:19:31 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/02/2018 12:00:00 AM,02 QUEENS,,QUEENS,995396,209999,PHONE,Unspecified,QUEENS,,,,,,,,40.74306832494804,-73.95977649942168,"(40.74306832494804, -73.95977649942168)"
39627874,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Puddle in Ground,Commercial Building,11102,30-42 31 STREET,31 STREET,30 AVENUE,30 DRIVE,,,ADDRESS,Astoria,,N/A,Open,08/01/2018 12:12:07 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/02/2018 12:00:00 AM,01 QUEENS,4005930043,QUEENS,1005805,218334,PHONE,Unspecified,QUEENS,,,,,,,,40.76592652808864,-73.92218596740625,"(40.76592652808864, -73.92218596740625)"
39627731,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Flower Planters,Public Garden/Park,10038,9 CATHERINE SLIP,CATHERINE SLIP,CATHERINE STREET,UNNAMED STREET,,,ADDRESS,NEW YORK,,N/A,Open,08/01/2018 02:05:27 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/02/2018 12:00:00 AM,03 MANHATTAN,1002500043,MANHATTAN,985246,197901,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70986922656786,-73.99640744196711,"(40.70986922656786, -73.99640744196711)"
39627563,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,11429,104-03 212 STREET,212 STREET,104 AVENUE,104 ROAD,,,ADDRESS,Queens Village,,N/A,Open,08/01/2018 05:12:21 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/02/2018 12:00:00 AM,13 QUEENS,4110980037,QUEENS,1054602,198624,PHONE,Unspecified,QUEENS,,,,,,,,40.71157404507765,-73.74623447746177,"(40.71157404507765, -73.74623447746177)"
39623775,07/02/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,11104,40-31 48 STREET,48 STREET,39 AVENUE,SKILLMAN AVENUE,,,ADDRESS,Sunnyside,,N/A,Open,08/01/2018 09:44:17 AM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/02/2018 12:00:00 AM,02 QUEENS,4001330005,QUEENS,1007519,211434,PHONE,Unspecified,QUEENS,,,,,,,,40.74698345031872,-73.9160222725893,"(40.74698345031872, -73.9160222725893)"
